Distances,Angles
"[0.4988171056485854, 0.7856608494581668, 0.8123149405029788, 0.3194998518645583, 0.25999423830273205, 0.35894386747739504, 0.07890633781321063, 0.5079494178968561, 0.08847399439640685, 0.092825834464909, 0.09647869508279334, 0.11069081919381442]","[129.976654107609, 163.79672227057108, 176.99600007112963, 176.23728656881258, 175.83681551955362, 170.08656204848816, 45.070694658456276, 155.57896597035113, 49.91580915922115, 158.4558081570242, 68.58388513582301, 54.704797981545354, 54.096125567083426]"
"[0.5016907131426949, 0.7903286388413624, 0.8173185106427953, 0.3268667770650272, 0.2663619749331315, 0.3564469888920455, 0.07731589696414941, 0.5031950483688116, 0.0853364788028991, 0.09425166362660373, 0.09617158634975825, 0.1115190777073003]","[131.7257711386116, 162.8607773232792, 176.95805268321723, 176.6392095315864, 173.7664319786499, 171.21889037623782, 38.89356303285629, 157.7691251199152, 48.44377921525609, 157.50358673140403, 70.31262131375021, 55.988875961140266, 52.18593325857301]"
"[0.4246334834515238, 0.8384745316493302, 0.8790616824443851, 0.44493644534103155, 0.4050662113700655, 0.4494091165218168, 0.09563353186550345, 0.45389782056743255, 0.06745908194116651, 0.0992184143750666, 0.0922419660626949, 0.10549730473869623]","[120.38740397155622, 140.74529715875562, 173.07083985586436, 174.4137085619984, 174.03895423965503, 176.27646296505853, 43.5672928028444, 159.12909629658688, 56.848936529574736, 149.51445588779194, 80.807066219199, 66.00663120433711, 59.38173441141121]"
"[0.416957513227483, 0.8338293756886042, 0.8731853551234523, 0.43691659302097635, 0.41608363108384244, 0.45499612154556474, 0.08315797651163155, 0.4580623498759803, 0.06539172958706074, 0.10022951049838523, 0.09188977502591253, 0.10082955123958379]","[119.22574260128806, 142.2753385287471, 173.33957905618843, 176.9981429148199, 170.89280407173217, 175.77927050884048, 44.55952251291357, 158.43351235476146, 58.71945772346097, 146.88082586507912, 81.43327675565251, 67.44135843271916, 61.300648890590715]"
"[0.409289810467989, 0.8220641729018046, 0.8622475749142621, 0.421883768140404, 0.4023532943958514, 0.4485649157777653, 0.08309117897726832, 0.46214422006371875, 0.06477867031783424, 0.09832302032124328, 0.09162674998289266, 0.10158587341649188]","[118.5828011020863, 144.51968568423445, 174.36995315456358, 176.92381287759503, 172.9673229203553, 175.54298874530488, 41.396328149095815, 159.79568101555483, 52.553262955509325, 151.1645446940711, 80.68688264266834, 67.28334644771364, 62.062235909593426]"
"[0.3955013880193991, 0.793749979741772, 0.8339048115434667, 0.40272381793889755, 0.38151912235966756, 0.435016987560747, 0.0704855259822888, 0.45943308854505255, 0.05880028813871592, 0.09664250399845646, 0.0912091288535634, 0.0992076344416406]","[118.62064501294, 151.68802962026905, 175.63642469183526, 176.82509841982167, 173.90099456458034, 175.5316743037134, 46.85622316355234, 158.52838778517554, 52.77279249761677, 152.68494855466574, 78.70254888148983, 66.04583748694266, 62.92759659357963]"
"[0.4074153280271384, 0.7993600296147771, 0.8346140417744868, 0.39954243333685624, 0.3859065461159344, 0.43277269413544744, 0.06994508651883467, 0.4650055465486304, 0.06077457688890737, 0.0968047929554876, 0.09114922410850103, 0.0988623854199229]","[119.42874569565036, 154.5775945084078, 176.25455470531773, 177.108565410025, 174.14933527686438, 174.74554650976614, 46.06319426180497, 159.8310958571165, 55.55085790739839, 154.07397603970156, 79.15091264062322, 66.42458534115195, 62.23826009757767]"
"[0.4986354445812274, 0.8503078904986668, 0.8905005735264784, 0.3333051523260647, 0.3263848311987099, 0.38354257580553364, 0.09547621155648252, 0.5788015253093084, 0.07245876450543524, 0.10037501604661596, 0.10163337439163986, 0.11155568294885589]","[138.16525203991569, 144.2458567952015, 172.47649302830175, 175.91714450992396, 178.9463168362854, 172.60591293697345, 57.85665216387768, 154.5776774997322, 53.343178556500646, 158.4712474020125, 76.98884939879837, 63.99871408855465, 66.7772900267719]"
"[0.4998364105450285, 0.8498855947541041, 0.8940550648277995, 0.3424435604861666, 0.3323419261863261, 0.3824263024160994, 0.0946984453500259, 0.5746433841618387, 0.07504499886122912, 0.09840544196914555, 0.10112057339182101, 0.1104168623393367]","[139.31543201619087, 145.0198660585205, 172.2931108168362, 175.7335403763848, 178.18747125173778, 173.1116343456492, 62.26622029560903, 153.04104855230503, 58.00000187346399, 156.85441320287057, 76.64641708764617, 63.56077722854497, 67.48111730873136]"
"[0.49125602934991613, 0.8383500061423058, 0.8773124421491093, 0.3330447181284135, 0.3239259397365373, 0.38308570723491064, 0.09389239329708321, 0.5707574532969799, 0.07464006149818429, 0.09985957178593687, 0.10384759625312219, 0.11190348654360928]","[136.42245601162142, 149.7830870042165, 172.4188754343978, 176.15857951646916, 177.62322596566665, 172.14913302850238, 63.06328494042754, 152.6972736394299, 59.91122926393138, 156.95564470460138, 75.01782938935759, 63.01576570618635, 67.88266544972294]"
"[0.50767005169141, 0.8457506701671216, 0.8839625984384498, 0.34006145975670304, 0.33457879155197934, 0.38165014373245687, 0.0941020286836052, 0.5624629457709516, 0.07605556003535555, 0.09868865873502593, 0.09930353011953881, 0.10574383449789627]","[138.63449974799434, 146.05857076773887, 172.54069921456588, 176.2765320614882, 177.68946859796577, 172.79500310850912, 59.709742652034855, 152.43649811119883, 56.785385453832276, 156.12745460371684, 75.99943658397089, 64.60479888670974, 69.39013266611451]"
"[0.4919192835641568, 0.8399756187728057, 0.8739312181336324, 0.34175388019901665, 0.3271716248082657, 0.3763317108043476, 0.09205411046864558, 0.5532153895145288, 0.07748313263227044, 0.09964708505667405, 0.10292006027688884, 0.1115797970601453]","[138.03578832985608, 151.60430542104663, 172.10740750485286, 175.84256410290175, 177.77791075941562, 172.76521148762555, 56.893834023023736, 153.85675182889838, 53.99690860959833, 157.94346654397444, 75.36795364458911, 62.97597657159589, 67.04719897154766]"
"[0.4744162030699525, 0.8141903566730937, 0.854136200239098, 0.3522951267300626, 0.3459233307171835, 0.36873945541818187, 0.09028335984838444, 0.5230920776598137, 0.05946874630583177, 0.09443598178081504, 0.095777624084492, 0.1051975262239213]","[139.02505242868835, 134.02725389565794, 174.27316706896218, 177.62419255249233, 174.68841394677804, 173.958868845094, 57.89876203243263, 152.87358776484223, 67.69425233048325, 151.62491054010022, 79.70855406706907, 68.76766250449352, 72.22827706623468]"
