Distances,Angles
"[0.5830326664687728, 0.8173505494849146, 0.30016391041352297, 0.23351324664392062, 0.24361507649605976, 0.28810954677269773, 0.5345465193154468, 0.11391736886457343, 0.08542487072665482, 0.11553616996493071, 0.1067602065221514, 0.11222890748855405]","[147.55460149758335, 169.42015279397822, 166.56006970888188, 175.7903232999006, 45.25864344273649, 145.73112480541596, 42.14742525443013, 140.38777807041942, 37.52722948829405, 147.96359321156586, 59.45851014914228, 62.47546384637571, 68.91197809942214]"
"[0.5619815921693668, 0.8060890911401108, 0.30008311592523496, 0.21997339805332605, 0.2413592594066867, 0.2991609894951787, 0.5279610800843033, 0.11664722320464889, 0.09400144236042501, 0.11424347839455969, 0.11040961540184775, 0.11656330067461894]","[146.94050001465467, 168.03369888052188, 168.07498800051152, 177.78641264435254, 43.145994821008664, 153.62764779170706, 44.04456259376679, 147.26077232136987, 34.4920834058896, 155.28310155965244, 61.81484111506064, 64.09000085648945, 71.07521333240615]"
"[0.576398140951564, 0.8220446442370049, 0.3120688408399393, 0.24787596802727355, 0.2557852377140284, 0.29672257274036, 0.5249660347813708, 0.10868182133792492, 0.08188849875028609, 0.11506853054133238, 0.10697309559321522, 0.10721310149847244]","[148.8361566966137, 164.16659808812562, 164.7674687307404, 174.18201259232416, 49.7754151067454, 141.5465824442591, 46.72379359683201, 134.7135572529139, 40.633532166283416, 141.73753978205556, 59.52448546277919, 63.17036109431269, 68.84569413043701]"
"[0.5760045238305761, 0.8143621878109346, 0.3003351555950362, 0.23105921752512715, 0.24731121985001303, 0.29222628221987207, 0.5361744019008368, 0.11025007690090165, 0.08370228874843347, 0.11668897712807053, 0.10937214828240413, 0.11262540021489818]","[147.7741109249597, 168.50067300876603, 166.59719187727038, 177.37414062308375, 49.5174497317003, 147.80700188282367, 46.21783435354607, 143.36134741008377, 40.551465652830444, 148.31542910789852, 60.9172905823835, 62.92613986541782, 69.82372689384144]"
"[0.5650207704187917, 0.7993994678401122, 0.3058538705557768, 0.23904654395932795, 0.24789285910064562, 0.28226800781292, 0.511950862976207, 0.10904886790846173, 0.07901580952363027, 0.11132055969669565, 0.10248766304072403, 0.10302497889023045]","[148.21264350553093, 171.19835543792811, 165.40699464589983, 175.50245641835144, 45.65439722336669, 146.04165870078378, 39.64104040608024, 141.89564894240513, 39.60576378336, 143.60445411660976, 58.59362086786388, 62.751007477045995, 67.72398981970854]"
"[0.5541637958484097, 0.7910777271232607, 0.28798218242993384, 0.23689191416613128, 0.23995410885321775, 0.2823763303837257, 0.5120916461574497, 0.09590532975889245, 0.0838384817622725, 0.11086143191128028, 0.10068754295133729, 0.10266882438214112]","[146.4386789178742, 168.33562648606647, 164.4033346601254, 176.3279925996106, 43.06973476151813, 140.23634074193902, 40.303632882378146, 135.90520891593408, 38.97747557293414, 140.74391523390184, 58.138498788764835, 62.08642928982052, 66.93404679219348]"
"[0.5657536813459758, 0.8035575660394413, 0.29170113285989735, 0.24576898648518, 0.24559179641721632, 0.286891902270384, 0.5190512058793169, 0.0993854696765134, 0.08162956943374833, 0.10968035586643524, 0.10058984131331201, 0.10298918729598187]","[148.2876191448813, 168.603700177708, 163.52032640917736, 174.13515124036317, 45.27877716016617, 137.24481761265523, 42.64897389580601, 133.33322472230216, 40.52307886894215, 141.4844817534475, 58.25844197819516, 63.038243978110586, 67.70917980763708]"
"[0.5739483221277975, 0.8248511388084128, 0.3186363941906138, 0.2673614457672098, 0.2692192411838823, 0.2982139697248578, 0.5133522480616161, 0.09878677829798745, 0.08189139649654578, 0.10802302227849615, 0.09899015804629559, 0.09874481764998579]","[147.95827142821665, 168.1912306877726, 163.22333294326705, 172.78658464012506, 44.51031850450313, 137.5825834927256, 45.77733058868654, 126.26869029879504, 37.045988451815525, 135.62116972976438, 58.95426663741936, 62.996900985390525, 68.04804383140038]"
"[0.5071948488889823, 0.8037569308481278, 0.299608113634966, 0.23856300614915596, 0.24920995365523735, 0.3270147758054787, 0.5198398889800593, 0.10692896407766474, 0.08341071523894139, 0.11280944126224317, 0.10239099613535362, 0.10956426131840326]","[146.79603617883956, 150.4235073422328, 168.47262964350855, 177.07723187076337, 44.13385862292214, 149.93091665214274, 39.7432270474001, 147.72166493547877, 39.886444421898666, 149.99428203963143, 61.806030023430026, 65.25876066529126, 72.46174143895581]"
"[0.5248093622594309, 0.8140167001555467, 0.3064526103226534, 0.24637855531352065, 0.2518226001911837, 0.3219947453013365, 0.5190255352401837, 0.1071485302598107, 0.08485298117994025, 0.11460984971986639, 0.10443601951651688, 0.11040718508364905]","[147.17375730587744, 155.76769639435335, 168.33390025802203, 176.13457990056196, 40.29942533590436, 147.60615674332908, 38.108506505518804, 145.244192360245, 33.95395123645563, 152.11401373859465, 62.62905481547828, 64.86291223958214, 70.47746891126614]"
"[0.5182564551309775, 0.801617145026802, 0.30827245707529943, 0.25375958085056904, 0.2581688785054821, 0.31305570872880945, 0.5014474091429338, 0.10356024421695596, 0.07991059221043197, 0.11227668434424125, 0.10281699189926448, 0.11034409375484451]","[146.57755176946503, 152.03671076877478, 166.48010552917293, 177.1578140434903, 40.77494231673737, 146.03651020716634, 36.76966186041672, 145.28581537043522, 33.032340525411705, 151.1612786440422, 62.993291776159914, 64.32175641427864, 69.15583398193256]"
"[0.5444411534525323, 0.8146123940128824, 0.32496264337943875, 0.275464769384004, 0.2774951150698529, 0.2948119108869059, 0.4981941552985305, 0.09422740749507931, 0.08481746171011266, 0.11309518517944789, 0.10367224901191557, 0.10843311992231318]","[146.28200761133004, 155.3317829016529, 166.50523946837663, 177.88727967767457, 44.804945595157484, 144.97379897070962, 39.1173615111836, 142.77576343624125, 40.389578616669596, 145.56343503162154, 62.173312800496625, 63.92641588150599, 70.51817783277949]"
"[0.5041614353279786, 0.8234026522328584, 0.31235019715907136, 0.2456489041358366, 0.24753818438646735, 0.34041017311688926, 0.5259385260292447, 0.10575688159118261, 0.08099772564699716, 0.1093134059515728, 0.10458331050103006, 0.1097965075790223]","[144.76873826969643, 151.00591928655834, 171.15787067174432, 177.5776211524657, 46.26491892411833, 150.33833506122917, 41.99202892237456, 147.4435609577803, 37.715577614942625, 152.94732772325253, 64.25762060613683, 65.32719848096434, 69.56052918693109]"
"[0.5940928497001712, 0.9357853749290349, 0.4090232505186941, 0.2762960802480332, 0.2834049971264036, 0.5186206860732503, 0.7012220301777132, 0.16455927328792522, 0.09673748724688754, 0.15432004076686814, 0.13886189377475852, 0.15004099090219647]","[145.85755532209137, 177.82663831411327, 169.38776057211064, 166.40911500474348, 89.97206495444367, 149.97977767074718, 100.52858633423409, 139.88357934679482, 122.86082013983736, 136.01885926600073, 73.25751844604191, 71.46523745555479, 79.5603797121702]"
"[0.6199604197854518, 0.9672893315446413, 0.45166668377778735, 0.3184327776557701, 0.3394632547759043, 0.5131102172868519, 0.6999410787578081, 0.16432112314154748, 0.09604686138774626, 0.1477372394631385, 0.1351147172738065, 0.1426778652231664]","[147.4765265763561, 175.08307554955584, 170.14446581319518, 166.79093230324705, 84.0585413311271, 152.10403909705448, 92.94300305612717, 140.18375241817142, 117.83107076343394, 134.17649319083475, 72.33434625739574, 73.54584730940151, 83.9367134259568]"
"[0.6143252953320217, 0.9621986763600487, 0.4294353037546319, 0.3050359550638895, 0.3075758596844424, 0.5222332512281004, 0.7208169757420431, 0.15423046259714404, 0.09737305666733952, 0.1521472737022784, 0.1380225828235346, 0.14782357547802819]","[154.59592568386003, 175.27985093432383, 171.1524585742157, 167.5130804258569, 95.29522879354766, 148.5342363912064, 105.52398532590404, 132.26128264061944, 125.96702688848217, 124.91218384237929, 72.10512953488207, 69.7479542485196, 79.58135740690736]"
"[0.6092407208711286, 0.9482699890562273, 0.40369141048022766, 0.2713693740429656, 0.2777929964400814, 0.4746168321251516, 0.6791964767210324, 0.15569573168789522, 0.09467264279004337, 0.1399417819561167, 0.1350085444638291, 0.14334557008595972]","[149.871635799638, 176.90056674928127, 170.23264410808437, 169.60147759983724, 72.56421237259548, 154.30590168279676, 80.55344094042879, 145.1481304778701, 99.94977967265606, 142.4493881217401, 69.60262054197842, 70.03510798585845, 79.55480993456418]"
"[0.6293491161791908, 0.887525592826971, 0.32484032510690575, 0.2637584408383831, 0.32056071360151245, 0.32566888685746803, 0.578859483973695, 0.10849110928756928, 0.10663596771744824, 0.11832113634380055, 0.11547984737245062, 0.12126548801093932]","[143.18533452750134, 167.87286571255044, 166.12425054637234, 176.46130950207197, 40.48262590431543, 157.83306288291743, 38.18989659367803, 153.49352285728938, 26.725622816233763, 159.83235091742444, 64.09185604288182, 68.55553441406738, 75.85064657893952]"
"[0.7599173183784996, 0.432050241746145, 0.3848494033403616, 0.359756230807057, 0.46513887907747514, 0.3335777347541683, 0.09939858002460983, 0.07125300056246418, 0.13645630613914123, 0.0883080896518853, 0.08942568458696826, 0.09339412606257444]","[169.75802645908593, 175.42057843515497, 55.098689104397906, 165.60342805375103, 50.070291523161615, 129.06021476718868, 45.49704903783394, 141.58375704154486, 37.54813088735541, 154.67152620473513, 85.30552175468195, 90.79956975485554, 97.00815586548615]"
"[0.6655925611146482, 0.9406080744069829, 0.37237224437838046, 0.30806106162832014, 0.3697712072033705, 0.32032481461115087, 0.6019894289838658, 0.11042660153413418, 0.11646488703702405, 0.12301640945018015, 0.11761035265230735, 0.11765178647282126]","[147.6810080574842, 169.4264912755715, 167.2114337438935, 175.18160726324308, 52.809095026529675, 161.21177090848477, 50.07833123410153, 156.9327885282588, 31.855503350486536, 162.61808949097554, 69.27193637487274, 72.45130944230955, 80.4073348603064]"
"[0.624661635576793, 0.8701197745588952, 0.3211616074969836, 0.2842726305033046, 0.303420606572707, 0.2915319655256644, 0.5551616128763415, 0.09820793847132624, 0.0969181724728861, 0.1238844053904735, 0.11554187416738965, 0.12569551440460552]","[146.01647923188165, 171.29594203174628, 165.45296583172077, 176.1668247932187, 35.52168363716622, 146.36101859406773, 32.921760724743315, 143.40453743038205, 35.80281930678941, 153.6699725216651, 59.94920169631003, 68.6827167538468, 76.42126608092548]"
"[0.6393780393220192, 0.8799727524640713, 0.32441811381006924, 0.28643234537148554, 0.3047442763289364, 0.27376115372613086, 0.5594894460233195, 0.09273033864167313, 0.10534404583233235, 0.12977642064134334, 0.11377663759992272, 0.11611140139265491]","[145.6431112038029, 168.32979489790506, 161.5960609010286, 170.8110068575992, 42.83135137366575, 130.59165842464105, 42.35119713165028, 127.5157637284145, 39.21794468336027, 143.1464624548979, 56.0735561130221, 68.1408147423434, 76.19557143567167]"
