315,-17
277,-29
240,-52
212,-70
189,-81
269,-111
256,-148
249,-170
244,-190
293,-119
286,-162
282,-188
280,-211
318,-117
317,-158
316,-183
315,-206
342,-109
346,-142
348,-163
349,-184
-320,17
-277,-2
-246,-36
-220,-59
-194,-74
-279,-99
-257,-138
-237,-161
-219,-180
-300,-107
-289,-157
-272,-187
-257,-211
-321,-104
-322,-153
-310,-181
-297,-206
-340,-92
-349,-129
-345,-153
-337,-175
320,-17
281,-29
245,-53
217,-72
193,-82
274,-112
260,-149
253,-171
248,-191
297,-120
290,-163
286,-189
285,-212
322,-118
321,-159
320,-184
319,-206
345,-109
350,-142
352,-164
353,-185
-321,17
-278,-1
-245,-35
-220,-60
-195,-76
-279,-100
-258,-139
-239,-162
-220,-180
-301,-107
-290,-157
-273,-187
-258,-211
-322,-104
-322,-152
-311,-181
-298,-205
-341,-91
-349,-128
-345,-152
-337,-175
321,-17
283,-29
246,-53
218,-71
194,-82
275,-113
261,-150
254,-171
249,-191
299,-121
291,-163
287,-189
285,-211
323,-119
322,-159
322,-184
320,-206
346,-110
351,-142
353,-164
354,-185
-323,16
-281,-3
-250,-37
-223,-60
-196,-76
-283,-100
-262,-141
-243,-164
-224,-183
-304,-108
-292,-158
-275,-187
-260,-211
-325,-104
-325,-153
-314,-181
-300,-205
-345,-91
-354,-128
-350,-153
-342,-176
323,-16
285,-28
247,-52
219,-71
196,-82
277,-112
263,-149
256,-171
251,-190
301,-120
293,-163
289,-189
286,-211
325,-118
324,-160
323,-185
321,-206
349,-109
353,-143
355,-165
356,-185
-327,16
-284,-3
-253,-37
-227,-61
-201,-77
-289,-102
-269,-144
-248,-166
-228,-183
-310,-109
-298,-159
-280,-189
-263,-212
-330,-105
-330,-154
-318,-183
-304,-207
-349,-92
-358,-130
-354,-155
-345,-178
327,-16
289,-28
251,-53
223,-71
199,-82
280,-112
266,-149
259,-170
254,-190
304,-121
296,-164
292,-190
289,-212
328,-119
327,-160
326,-185
324,-207
351,-110
356,-143
358,-165
359,-186
-323,18
-280,-2
-249,-38
-226,-64
-200,-81
-285,-101
-267,-143
-247,-165
-228,-183
-305,-107
-293,-156
-275,-186
-258,-211
-324,-103
-323,-153
-311,-182
-297,-206
-343,-90
-350,-127
-345,-151
-337,-174
323,-18
284,-31
247,-55
219,-74
196,-85
277,-114
263,-151
256,-173
251,-192
301,-123
293,-166
289,-192
286,-215
325,-121
324,-162
323,-188
321,-210
349,-112
353,-146
355,-167
356,-188
-322,18
-279,-3
-249,-39
-225,-63
-200,-80
-285,-101
-267,-142
-247,-165
-227,-183
-306,-107
-294,-155
-276,-186
-260,-211
-325,-102
-324,-150
-311,-179
-296,-204
-343,-89
-350,-126
-345,-151
-335,-173
322,-18
284,-29
246,-54
217,-72
194,-83
275,-113
261,-150
254,-172
249,-192
299,-122
291,-165
287,-191
284,-213
322,-120
322,-161
320,-186
318,-208
346,-112
351,-145
353,-166
354,-187
-319,18
-276,-3
-247,-39
-224,-63
-199,-79
-283,-101
-264,-141
-244,-165
-225,-184
-303,-107
-291,-155
-274,-186
-258,-212
-322,-102
-321,-151
-309,-180
-295,-205
-340,-89
-347,-126
-342,-151
-333,-174
319,-18
281,-30
244,-55
216,-73
192,-84
273,-114
259,-150
252,-172
247,-192
297,-122
289,-165
285,-191
283,-213
321,-121
320,-161
319,-186
317,-208
345,-111
350,-144
352,-166
352,-187
-318,17
-275,-3
-246,-38
-222,-63
-196,-80
-282,-100
-263,-142
-244,-165
-224,-183
-302,-107
-291,-156
-273,-186
-256,-212
-321,-103
-320,-151
-308,-180
-294,-205
-339,-90
-346,-126
-341,-151
-332,-174
318,-17
280,-29
243,-54
215,-72
192,-83
273,-112
259,-149
252,-171
247,-190
297,-121
289,-164
285,-190
282,-212
321,-119
320,-160
319,-185
317,-207
345,-110
350,-143
352,-165
352,-186
-318,17
-276,-4
-247,-39
-223,-64
-198,-80
-284,-102
-265,-143
-245,-166
-225,-185
-304,-108
-294,-156
-276,-187
-259,-212
-323,-103
-322,-151
-309,-180
-294,-205
-340,-90
-348,-126
-342,-152
-332,-174
318,-17
279,-29
241,-54
213,-72
190,-83
271,-112
257,-149
250,-171
246,-191
295,-121
287,-164
283,-191
281,-213
319,-119
318,-160
317,-185
315,-207
342,-110
348,-143
350,-165
351,-186
-317,17
-274,-4
-246,-40
-223,-64
-198,-80
-283,-101
-265,-143
-245,-165
-225,-184
-303,-107
-292,-156
-274,-187
-257,-212
-322,-103
-321,-151
-308,-181
-293,-206
-339,-89
-346,-127
-341,-152
-331,-175
317,-17
278,-29
241,-53
213,-71
190,-82
270,-112
256,-148
249,-170
245,-190
294,-120
286,-162
283,-189
281,-211
318,-118
318,-158
318,-183
316,-206
342,-109
347,-142
349,-163
350,-184
-317,17
-275,-4
-247,-39
-223,-63
-198,-79
-283,-101
-264,-142
-244,-165
-224,-184
-303,-107
-292,-156
-274,-187
-257,-211
-322,-103
-321,-151
-307,-181
-292,-205
-339,-90
-346,-127
-341,-152
-332,-175
317,-17
278,-29
241,-53
213,-71
189,-82
269,-111
256,-148
249,-170
245,-189
294,-120
286,-162
283,-189
280,-211
318,-118
318,-158
317,-183
316,-205
342,-109
347,-142
349,-164
350,-184
-317,17
-274,-4
-245,-39
-221,-64
-196,-80
-282,-101
-263,-143
-244,-166
-225,-185
-302,-107
-291,-156
-273,-187
-257,-211
-321,-103
-320,-152
-306,-181
-292,-205
-338,-90
-345,-127
-340,-152
-331,-175
317,-17
278,-28
242,-52
214,-70
190,-81
271,-111
257,-148
250,-170
245,-189
295,-120
288,-162
284,-188
281,-210
319,-118
318,-159
318,-184
316,-206
342,-109
347,-142
350,-164
351,-184
-314,16
-272,-5
-243,-40
-219,-64
-195,-81
-280,-101
-261,-142
-241,-165
-222,-183
-300,-107
-290,-156
-272,-187
-255,-212
-320,-103
-319,-152
-305,-181
-290,-205
-337,-90
-345,-127
-340,-152
-330,-175
314,-16
275,-28
239,-52
212,-70
188,-80
269,-110
255,-147
248,-169
243,-188
293,-118
286,-161
282,-187
279,-209
317,-117
317,-157
316,-182
315,-204
341,-108
346,-140
349,-162
350,-182
-316,15
-274,-6
-245,-41
-221,-65
-196,-81
-281,-102
-262,-144
-242,-166
-223,-185
-301,-109
-291,-157
-273,-188
-257,-213
-320,-104
-320,-153
-306,-182
-291,-206
-338,-91
-346,-128
-341,-153
-331,-176
316,-15
277,-27
240,-51
213,-70
189,-81
270,-110
256,-147
249,-168
245,-188
294,-118
286,-161
282,-187
280,-209
318,-116
317,-157
317,-182
315,-204
341,-108
347,-140
349,-162
351,-182
-317,15
-274,-5
-245,-41
-221,-65
-196,-80
-281,-102
-262,-143
-242,-166
-223,-185
-302,-108
-290,-157
-273,-188
-257,-212
-321,-104
-319,-153
-306,-182
-291,-205
-339,-91
-346,-128
-341,-153
-332,-175
317,-15
279,-27
242,-51
214,-70
190,-81
270,-110
257,-147
250,-169
246,-188
294,-119
287,-161
284,-187
281,-209
319,-117
318,-157
318,-182
316,-205
343,-107
348,-140
350,-162
351,-183
-317,16
-275,-5
-246,-41
-221,-65
-196,-81
-282,-102
-263,-143
-243,-166
-223,-184
-302,-108
-291,-157
-273,-187
-256,-212
-321,-104
-320,-152
-306,-182
-291,-205
-338,-91
-346,-128
-341,-153
-332,-175
317,-16
279,-28
242,-52
214,-70
191,-81
271,-111
257,-147
250,-169
245,-189
295,-119
287,-162
284,-188
282,-210
319,-117
319,-158
318,-183
316,-205
343,-108
348,-142
350,-163
351,-184
-317,16
-274,-5
-245,-41
-221,-65
-196,-81
-282,-102
-263,-144
-243,-166
-223,-185
-302,-108
-291,-157
-273,-187
-256,-212
-321,-104
-320,-152
-306,-181
-291,-205
-338,-91
-346,-127
-341,-153
-332,-175
317,-16
279,-27
242,-52
214,-70
190,-81
271,-111
257,-147
250,-169
246,-189
295,-119
287,-162
284,-188
282,-210
319,-117
318,-158
318,-183
316,-205
343,-108
348,-141
350,-163
351,-184
-317,15
-275,-6
-246,-41
-222,-66
-196,-82
-282,-101
-263,-143
-242,-166
-223,-183
-302,-108
-291,-157
-274,-188
-257,-212
-321,-104
-320,-153
-306,-182
-291,-206
-339,-91
-347,-127
-342,-153
-333,-175
317,-15
279,-27
242,-51
214,-69
190,-80
271,-110
257,-146
250,-168
246,-188
295,-118
287,-161
284,-187
282,-209
319,-116
318,-157
317,-182
316,-204
342,-107
347,-140
350,-162
351,-183
-318,15
-275,-5
-246,-41
-222,-65
-197,-81
-281,-102
-263,-143
-243,-166
-223,-184
-302,-108
-291,-157
-273,-188
-257,-212
-321,-104
-320,-153
-306,-182
-291,-206
-339,-91
-347,-127
-342,-153
-333,-175
318,-15
279,-27
242,-51
215,-69
191,-80
272,-110
258,-146
251,-168
246,-188
296,-118
289,-160
285,-186
282,-209
320,-116
319,-156
318,-182
317,-204
343,-107
348,-140
351,-162
352,-183
-318,15
-276,-5
-246,-41
-222,-65
-197,-82
-283,-102
-264,-144
-245,-166
-225,-184
-303,-108
-292,-157
-274,-188
-258,-212
-322,-104
-321,-152
-308,-182
-292,-206
-340,-91
-348,-127
-343,-152
-334,-175
318,-15
279,-26
242,-51
214,-69
190,-80
270,-111
257,-147
250,-169
245,-188
294,-119
287,-162
283,-188
281,-210
318,-117
318,-157
317,-182
315,-204
342,-108
347,-141
349,-163
350,-183
-317,16
-275,-5
-246,-40
-222,-64
-196,-81
-281,-101
-263,-143
-243,-165
-223,-183
-302,-107
-291,-156
-274,-187
-257,-211
-321,-103
-321,-152
-307,-181
-291,-205
-339,-90
-347,-127
-342,-152
-332,-174
317,-16
279,-27
241,-51
213,-70
190,-81
270,-111
257,-148
250,-169
245,-188
294,-120
287,-162
283,-188
281,-210
318,-118
318,-158
317,-182
316,-204
342,-109
347,-141
349,-163
350,-183
-317,16
-274,-5
-245,-41
-221,-64
-197,-80
-281,-101
-263,-143
-243,-165
-224,-182
-302,-107
-291,-156
-273,-187
-256,-211
-321,-103
-320,-152
-307,-181
-291,-204
-340,-90
-347,-126
-342,-152
-333,-174
317,-16
278,-28
240,-52
213,-70
189,-81
270,-112
257,-148
249,-169
245,-189
294,-120
286,-162
283,-188
280,-210
318,-118
317,-158
317,-183
315,-205
342,-109
346,-142
349,-163
350,-184
-316,15
-274,-5
-245,-40
-221,-64
-196,-79
-280,-101
-262,-143
-242,-165
-223,-182
-301,-107
-290,-156
-272,-187
-255,-211
-320,-103
-319,-152
-305,-181
-290,-204
-338,-90
-346,-127
-341,-152
-332,-174
316,-15
277,-27
240,-51
212,-69
189,-80
270,-111
257,-147
250,-168
245,-187
294,-119
286,-162
283,-188
280,-209
318,-117
317,-157
317,-182
315,-204
342,-108
346,-141
349,-162
350,-183
-317,15
-275,-5
-246,-41
-222,-65
-197,-80
-281,-101
-262,-143
-243,-165
-224,-183
-301,-108
-290,-157
-272,-187
-256,-211
-321,-104
-320,-153
-306,-182
-291,-206
-339,-92
-346,-128
-341,-154
-333,-176
317,-15
278,-27
240,-52
212,-70
189,-81
269,-110
256,-147
249,-169
244,-188
293,-119
286,-161
282,-188
280,-210
317,-117
317,-158
316,-183
315,-205
341,-109
346,-142
349,-164
349,-184
-318,15
-275,-5
-246,-41
-222,-64
-197,-80
-281,-101
-263,-143
-243,-166
-224,-183
-302,-108
-291,-157
-273,-187
-256,-211
-321,-104
-320,-153
-306,-182
-291,-206
-339,-91
-346,-128
-341,-154
-333,-176
318,-15
279,-26
242,-51
215,-70
191,-81
271,-111
257,-147
250,-169
245,-189
295,-119
287,-161
283,-188
281,-209
319,-118
319,-158
318,-183
316,-205
342,-109
347,-142
350,-164
351,-184
-318,15
-275,-5
-246,-41
-222,-65
-197,-81
-281,-101
-262,-142
-243,-165
-224,-183
-301,-108
-289,-156
-272,-187
-256,-211
-321,-104
-319,-153
-306,-182
-291,-205
-339,-91
-347,-128
-342,-153
-333,-175
318,-15
279,-27
242,-51
215,-69
191,-80
271,-110
258,-147
250,-168
245,-188
295,-119
287,-161
283,-187
280,-209
320,-117
319,-158
317,-183
315,-204
343,-108
348,-141
350,-163
350,-183
-317,16
-275,-5
-246,-40
-222,-64
-197,-80
-281,-101
-261,-142
-242,-165
-224,-183
-302,-108
-290,-156
-273,-186
-257,-211
-322,-104
-320,-152
-307,-181
-292,-205
-339,-91
-347,-127
-342,-152
-333,-175
317,-16
278,-28
240,-52
212,-71
189,-81
270,-111
257,-148
250,-169
245,-189
294,-119
286,-162
282,-188
280,-210
318,-118
317,-158
316,-183
314,-205
342,-109
347,-142
349,-164
349,-184
-317,15
-274,-5
-245,-40
-221,-65
-196,-81
-280,-101
-261,-142
-242,-165
-223,-183
-301,-107
-290,-156
-272,-187
-255,-211
-321,-103
-319,-152
-306,-181
-291,-204
-339,-90
-346,-127
-341,-152
-332,-174
317,-15
279,-27
242,-50
214,-69
191,-80
270,-110
257,-147
250,-169
245,-188
294,-118
286,-161
283,-188
280,-209
318,-117
318,-157
317,-182
315,-204
342,-108
347,-141
349,-163
350,-183
-318,16
-275,-4
-245,-41
-221,-65
-196,-81
-281,-102
-261,-142
-241,-165
-223,-183
-301,-108
-290,-156
-272,-187
-256,-211
-320,-104
-319,-153
-305,-182
-290,-205
-337,-91
-345,-128
-341,-153
-332,-176
318,-16
279,-29
241,-53
213,-72
190,-83
271,-112
258,-148
251,-170
246,-190
295,-120
287,-163
283,-189
281,-211
319,-119
318,-159
317,-184
316,-206
343,-110
348,-143
350,-165
351,-186
-318,17
-276,-3
-246,-40
-222,-64
-197,-80
-282,-101
-262,-141
-243,-164
-224,-182
-302,-107
-291,-155
-273,-185
-256,-210
-321,-103
-320,-151
-307,-180
-291,-204
-338,-90
-347,-127
-342,-152
-333,-174
318,-17
279,-29
242,-53
213,-71
190,-82
270,-112
257,-149
249,-171
244,-190
294,-120
286,-163
282,-189
280,-211
318,-119
317,-159
316,-184
315,-206
342,-110
347,-143
349,-165
349,-186
-317,16
-275,-4
-246,-40
-222,-63
-197,-79
-280,-101
-261,-142
-242,-165
-224,-183
-301,-107
-290,-156
-272,-186
-257,-210
-321,-103
-320,-152
-306,-181
-292,-205
-339,-90
-347,-127
-342,-152
-333,-174
317,-16
278,-28
241,-52
213,-71
189,-82
269,-111
255,-148
248,-169
243,-189
293,-120
285,-162
281,-188
279,-210
317,-118
316,-158
315,-183
314,-205
341,-109
346,-142
348,-164
348,-185
-316,17
-274,-4
-245,-40
-221,-64
-196,-80
-281,-101
-261,-142
-242,-164
-223,-182
-301,-107
-289,-155
-271,-186
-255,-210
-320,-103
-319,-152
-305,-181
-290,-205
-338,-90
-345,-126
-341,-151
-332,-174
316,-17
278,-29
241,-53
213,-71
189,-82
269,-112
255,-149
248,-170
243,-190
293,-120
285,-163
281,-189
279,-211
317,-119
317,-160
316,-184
314,-206
341,-110
346,-143
348,-165
348,-185
-316,17
-273,-4
-245,-40
-221,-64
-196,-80
-279,-100
-260,-141
-241,-163
-222,-182
-300,-107
-289,-155
-272,-185
-255,-209
-319,-102
-318,-151
-305,-180
-290,-203
-337,-89
-344,-126
-339,-151
-330,-174
316,-17
277,-29
239,-53
211,-72
188,-82
269,-112
256,-149
249,-170
244,-190
293,-121
285,-163
281,-190
279,-212
317,-119
316,-160
315,-185
314,-206
341,-110
346,-143
348,-165
349,-186
-317,18
-274,-3
-245,-39
-221,-63
-197,-79
-280,-100
-261,-140
-242,-163
-223,-181
-301,-106
-291,-154
-273,-184
-257,-208
-321,-102
-320,-150
-307,-179
-292,-202
-338,-88
-346,-125
-341,-150
-331,-172
317,-18
277,-29
239,-53
212,-71
188,-82
269,-113
255,-150
248,-171
243,-190
293,-121
285,-164
281,-190
279,-212
317,-119
316,-160
316,-185
314,-206
341,-110
346,-143
348,-165
349,-186
-316,16
-274,-4
-246,-40
-222,-64
-197,-80
-281,-100
-261,-141
-242,-163
-223,-182
-302,-107
-290,-155
-273,-186
-256,-210
-321,-103
-320,-151
-306,-180
-291,-204
-339,-90
-346,-126
-341,-152
-331,-174
316,-16
277,-27
239,-51
211,-70
188,-81
268,-112
254,-148
247,-169
242,-189
292,-120
285,-163
280,-189
278,-211
316,-119
316,-159
315,-184
314,-206
340,-110
345,-143
347,-164
348,-185
-316,16
-273,-5
-245,-41
-221,-65
-196,-81
-279,-101
-259,-142
-241,-164
-222,-183
-300,-108
-289,-156
-271,-186
-255,-210
-319,-104
-318,-152
-305,-181
-289,-205
-337,-91
-345,-128
-340,-153
-330,-175
316,-16
278,-28
240,-53
212,-71
189,-82
269,-112
256,-149
248,-170
244,-189
293,-120
285,-163
281,-189
279,-211
317,-119
316,-159
316,-184
314,-206
341,-110
346,-143
348,-165
349,-186
-317,16
-274,-5
-245,-40
-222,-65
-197,-81
-280,-101
-261,-142
-242,-164
-223,-182
-301,-108
-290,-156
-272,-186
-256,-211
-321,-104
-319,-153
-306,-181
-291,-205
-339,-91
-346,-127
-341,-153
-331,-175
317,-16
278,-28
241,-53
212,-71
188,-82
270,-111
256,-148
248,-170
244,-189
293,-120
285,-163
281,-189
279,-211
317,-118
316,-160
315,-184
313,-206
341,-110
346,-143
348,-165
349,-186
-316,16
-274,-4
-245,-40
-222,-64
-197,-80
-279,-100
-261,-141
-242,-164
-224,-182
-301,-107
-290,-155
-272,-185
-256,-209
-321,-103
-319,-151
-306,-180
-291,-204
-339,-90
-346,-127
-341,-152
-331,-174
316,-16
278,-27
240,-52
212,-70
188,-81
268,-110
255,-147
247,-169
242,-189
292,-119
284,-162
280,-188
278,-210
316,-117
315,-158
314,-183
312,-205
340,-109
345,-142
347,-164
348,-184
-317,16
-275,-5
-246,-40
-222,-65
-198,-81
-281,-101
-262,-141
-243,-164
-225,-182
-302,-107
-291,-155
-273,-185
-257,-210
-321,-103
-320,-151
-307,-180
-292,-204
-340,-90
-347,-127
-342,-152
-332,-174
317,-16
278,-27
240,-52
211,-70
188,-81
268,-110
255,-147
247,-169
242,-188
292,-119
284,-161
280,-188
278,-210
316,-118
315,-158
315,-183
313,-204
340,-109
345,-142
347,-164
347,-184
-314,16
-272,-4
-244,-39
-220,-63
-196,-80
-280,-100
-261,-141
-242,-164
-224,-182
-301,-106
-290,-155
-272,-185
-256,-209
-320,-102
-319,-150
-305,-179
-289,-203
-337,-90
-345,-126
-340,-151
-330,-173
314,-16
275,-28
239,-51
210,-69
187,-80
266,-111
253,-147
246,-169
241,-188
291,-119
282,-161
279,-187
277,-209
315,-117
314,-157
313,-182
312,-204
339,-108
343,-141
345,-163
346,-184
-316,16
-274,-5
-245,-40
-222,-64
-197,-81
-280,-101
-261,-142
-242,-164
-222,-181
-300,-108
-289,-156
-272,-186
-255,-210
-320,-104
-319,-152
-306,-181
-290,-205
-338,-91
-345,-128
-340,-153
-330,-175
316,-16
277,-27
240,-51
212,-70
188,-81
268,-111
254,-148
247,-169
242,-189
292,-120
284,-162
280,-188
278,-210
316,-118
315,-159
314,-183
313,-205
340,-110
345,-143
347,-164
348,-184
-317,16
-274,-5
-245,-41
-221,-65
-196,-82
-280,-101
-261,-141
-241,-164
-222,-182
-301,-108
-290,-156
-272,-186
-256,-210
-321,-104
-319,-152
-305,-181
-290,-205
-338,-91
-346,-128
-340,-153
-331,-175
317,-16
279,-27
241,-51
213,-70
189,-81
269,-111
256,-148
248,-169
244,-189
293,-119
285,-162
281,-188
279,-210
317,-118
316,-159
315,-184
313,-205
341,-110
346,-143
348,-165
349,-185
-317,16
-274,-5
-245,-40
-221,-65
-196,-81
-280,-100
-261,-141
-242,-163
-223,-182
-301,-107
-290,-156
-272,-186
-256,-210
-321,-103
-319,-152
-306,-181
-291,-204
-338,-90
-346,-126
-341,-152
-332,-174
317,-16
279,-27
241,-51
213,-70
189,-81
269,-110
256,-146
248,-169
244,-188
293,-119
285,-161
281,-188
279,-210
317,-117
316,-158
315,-183
314,-205
341,-109
346,-142
348,-164
348,-185
-316,17
-274,-4
-245,-39
-221,-64
-197,-80
-280,-99
-260,-140
-241,-162
-223,-180
-301,-106
-289,-154
-272,-184
-255,-208
-320,-102
-319,-150
-305,-179
-289,-203
-338,-89
-346,-126
-341,-151
-331,-173
316,-17
277,-28
240,-52
211,-70
188,-81
269,-111
255,-148
247,-169
242,-189
293,-119
285,-162
280,-188
278,-210
317,-118
316,-158
314,-183
312,-205
340,-109
345,-142
347,-164
348,-185
-317,18
-274,-3
-245,-39
-221,-64
-196,-80
-280,-99
-261,-140
-242,-162
-223,-180
-300,-106
-290,-154
-272,-185
-256,-209
-320,-102
-319,-151
-305,-179
-290,-203
-338,-89
-345,-125
-341,-150
-332,-172
317,-18
278,-29
241,-53
213,-71
189,-82
269,-112
256,-148
248,-170
243,-189
293,-120
285,-163
281,-189
279,-211
317,-119
316,-159
316,-184
314,-207
341,-110
346,-143
348,-165
349,-186
-318,18
-275,-3
-245,-39
-221,-63
-196,-80
-281,-99
-262,-140
-242,-162
-224,-179
-301,-106
-290,-154
-272,-184
-256,-208
-320,-102
-319,-151
-306,-179
-291,-203
-338,-89
-346,-125
-341,-150
-333,-172
318,-18
279,-29
242,-53
214,-71
190,-82
270,-112
256,-149
249,-170
244,-190
294,-120
286,-163
282,-189
280,-211
318,-119
318,-159
317,-184
315,-206
342,-110
347,-143
349,-165
350,-185
-317,17
-275,-3
-245,-39
-221,-64
-196,-80
-280,-99
-261,-139
-242,-162
-223,-180
-301,-106
-289,-154
-272,-184
-255,-208
-320,-102
-319,-150
-305,-179
-290,-202
-338,-89
-346,-125
-341,-150
-332,-173
317,-17
278,-28
240,-52
212,-70
188,-81
269,-112
255,-149
248,-170
243,-190
293,-120
285,-163
281,-188
279,-210
317,-118
316,-159
315,-183
314,-205
341,-110
345,-142
348,-164
349,-184
-317,17
-275,-3
-245,-39
-221,-63
-196,-80
-280,-99
-261,-139
-242,-162
-224,-180
-301,-106
-289,-154
-272,-184
-255,-208
-320,-102
-319,-150
-305,-179
-290,-202
-338,-89
-346,-125
-341,-150
-332,-172
317,-17
277,-28
240,-52
212,-70
189,-81
269,-112
255,-148
248,-170
243,-189
293,-120
285,-162
281,-188
279,-210
317,-119
316,-159
316,-183
314,-205
341,-110
345,-142
348,-164
349,-184
-316,16
-274,-4
-245,-39
-220,-64
-196,-80
-280,-100
-260,-141
-241,-164
-222,-182
-300,-106
-288,-155
-270,-185
-254,-209
-319,-102
-318,-151
-304,-180
-289,-203
-337,-90
-344,-126
-340,-152
-331,-174
316,-16
277,-28
240,-52
212,-70
189,-81
269,-112
255,-148
248,-170
243,-189
293,-120
285,-163
281,-189
279,-210
317,-118
316,-159
315,-184
314,-206
341,-109
345,-142
347,-164
348,-184
-316,17
-274,-2
-244,-39
-220,-64
-196,-80
-279,-99
-260,-140
-240,-162
-221,-180
-299,-106
-288,-154
-270,-185
-254,-208
-319,-103
-318,-152
-304,-180
-289,-203
-337,-90
-345,-127
-340,-151
-330,-173
316,-17
277,-28
240,-52
212,-70
189,-81
268,-111
255,-148
248,-169
243,-189
292,-120
285,-162
281,-188
279,-210
317,-118
316,-159
315,-184
312,-205
341,-109
346,-142
348,-164
348,-185
-316,18
-273,-3
-244,-39
-220,-64
-196,-80
-278,-99
-259,-140
-240,-162
-221,-179
-299,-106
-287,-155
-270,-185
-254,-208
-319,-103
-317,-151
-304,-180
-289,-203
-337,-90
-344,-126
-340,-151
-330,-173
316,-18
278,-29
240,-53
212,-71
189,-82
268,-112
255,-148
248,-170
244,-190
293,-120
285,-163
281,-189
279,-211
317,-119
316,-160
315,-184
313,-206
341,-110
346,-143
348,-165
348,-186
-315,18
-272,-4
-243,-39
-219,-64
-194,-80
-278,-100
-259,-139
-240,-161
-221,-179
-299,-107
-287,-154
-269,-184
-253,-209
-318,-102
-316,-150
-303,-179
-288,-202
-336,-89
-344,-125
-339,-150
-330,-172
315,-18
276,-30
239,-54
211,-72
188,-82
268,-113
255,-149
248,-171
243,-190
292,-121
285,-163
281,-189
279,-211
316,-120
316,-160
315,-185
313,-206
340,-111
345,-144
347,-166
348,-186
-315,18
-273,-3
-244,-39
-220,-63
-196,-80
-278,-99
-258,-139
-239,-162
-221,-181
-299,-106
-287,-154
-270,-184
-254,-208
-319,-102
-317,-151
-303,-179
-289,-202
-337,-89
-344,-126
-339,-150
-329,-172
315,-18
276,-29
238,-53
210,-71
187,-82
267,-114
254,-150
247,-171
242,-190
291,-121
284,-164
280,-190
278,-211
315,-120
315,-160
314,-185
313,-206
339,-110
344,-143
346,-165
347,-186
-315,18
-273,-3
-244,-39
-220,-63
-196,-80
-278,-98
-258,-138
-239,-161
-221,-180
-299,-105
-287,-154
-269,-184
-254,-208
-318,-102
-317,-151
-303,-179
-289,-202
-337,-89
-344,-126
-339,-150
-330,-172
315,-18
276,-29
239,-53
211,-71
188,-82
267,-113
254,-150
247,-171
242,-190
291,-121
284,-164
280,-189
278,-211
316,-120
315,-160
315,-184
313,-206
340,-110
344,-143
346,-165
347,-185
-316,17
-274,-4
-245,-40
-221,-64
-196,-81
-280,-100
-260,-140
-241,-162
-222,-180
-300,-106
-289,-155
-271,-185
-255,-209
-320,-102
-319,-151
-305,-180
-291,-203
-338,-89
-345,-125
-340,-151
-331,-173
316,-17
277,-29
239,-53
211,-71
188,-82
268,-112
254,-149
247,-170
243,-189
292,-121
284,-163
280,-189
278,-211
316,-119
315,-160
