Distances,Angles
"[0.6013675508651942, 0.8237569013834879, 0.353644921951075, 0.26242791207929417, 0.2649989527357544, 0.2547851419324703, 0.47223197350981944, 0.1144237619366325, 0.0932082784375829, 0.1130005460160351, 0.10228353708334555, 0.11630413476564737]","[137.83869026464905, 162.45232099034808, 169.06999867607098, 169.96844591119984, 33.95860192519478, 143.458714921761, 43.49575865015093, 132.89575565779217, 50.415412115648785, 136.2735137020699, 60.96105720365408, 61.86802286910267, 71.93802715543013]"
"[0.5856655613172077, 0.8248199187745968, 0.3579924839273704, 0.24955204581899326, 0.25210078626459753, 0.27719751551737015, 0.46786857350942784, 0.12520608831501176, 0.09353919538288148, 0.11456037086038175, 0.10241419331321965, 0.11296859862722367]","[138.93040903810288, 157.13868310551396, 168.72725312236136, 171.90184127825205, 29.443235077520708, 147.5198305076493, 42.50022215289725, 138.55969731643825, 49.20868983641339, 142.9790584156263, 60.57590469335886, 61.80648887587746, 72.81153823958928]"
"[0.5802198855126878, 0.8323018585821589, 0.4142132942162186, 0.2653318055721406, 0.2579995596962239, 0.29836143480015936, 0.4218121644531886, 0.15937032562547446, 0.09838967966603286, 0.11202119501531084, 0.10648766335392638, 0.11501461462401646]","[134.41662992696627, 156.39969102765718, 173.49666952232022, 173.4407120226214, 36.30515071651269, 151.33746230631647, 47.116055943994816, 140.76999010193364, 47.51051206845254, 146.27599576761546, 62.25088020428605, 61.4036475107785, 70.44962308504581]"
"[0.5912653829673645, 0.8390927842561812, 0.38218062736018743, 0.2723979147709003, 0.2648716963805011, 0.2832228742169468, 0.45794160157499414, 0.12443882598239912, 0.098328382838055, 0.11402042462619837, 0.10422511831348442, 0.1102646989968618]","[139.8483467893463, 157.00508138898013, 168.66823679988642, 173.58134642734407, 33.71381629542133, 143.25514192437268, 47.3383736347593, 130.1076151785457, 48.26157695378391, 140.31418186327687, 59.0022962214187, 59.23636146312631, 69.17365893671308]"
"[0.583008780369232, 0.8429412248988564, 0.39362047370462383, 0.2740334345681378, 0.26499391164127967, 0.29801467425176303, 0.4516525652560873, 0.1330995017518138, 0.09907834091783481, 0.11394462801687816, 0.10539971488107548, 0.10941539139910203]","[136.94489233961107, 158.0448706548984, 171.27939921255546, 174.74023584208723, 36.26519155045605, 148.29400001645647, 49.25338921003521, 133.53292034193606, 48.86192523096462, 142.77883972828516, 60.48644953908501, 60.17083068637894, 68.91437515945921]"
"[0.545561011288856, 0.852928862312251, 0.34566530067618306, 0.2528308240054414, 0.2393022146372286, 0.329448438889136, 0.5206419440333933, 0.11672577023233269, 0.0787759699375993, 0.10795008222133455, 0.0994292452020201, 0.12133332072642661]","[146.50083067232677, 143.7495995558217, 172.8954705714454, 168.85317622197906, 43.52608242731513, 151.24055607120877, 46.82040310156287, 142.93972744088504, 52.52134220439553, 146.57034652797665, 64.0054383591176, 60.3236205759695, 68.0706026759825]"
"[0.5567644571719887, 0.8616544131904363, 0.35106623990003627, 0.25770615412364967, 0.24388509913646153, 0.3347705995331117, 0.518285565880306, 0.11416918912413301, 0.08531177815182961, 0.10643053989472673, 0.1005376130205895, 0.11960575495257304]","[140.53271018286793, 156.29780818272462, 172.3576697301724, 171.0723705341723, 37.78658001196552, 155.69537397728064, 45.31182813249042, 145.85175526354456, 46.58644618066098, 150.76788315733694, 62.577778029124204, 58.84715236924053, 64.86014819266887]"
"[0.5424471247605035, 0.8647093170594634, 0.3479587317032128, 0.2502195529052088, 0.23668497191475027, 0.3515079774786469, 0.5298081262286156, 0.11975608801000502, 0.08247064330686453, 0.10821870404781114, 0.10093254487002937, 0.11995111802133798]","[141.9001245355563, 156.4117767846922, 172.69454616247378, 171.87219158410767, 42.118097491995485, 155.17705265159273, 48.232689399374465, 144.45667514105682, 54.147377337131516, 148.18089285703255, 62.34974337022396, 60.163511495284745, 67.04912626753384]"
"[0.5535876356364836, 0.8590939041722714, 0.3435661799642491, 0.2478428532968594, 0.23601936806827345, 0.3353509764548474, 0.5266704855382499, 0.11815140491316663, 0.08352221369891084, 0.10693641891479816, 0.10044145073056601, 0.11866994637816518]","[140.85160264861298, 154.35730648177415, 171.49489508694808, 171.80632494420718, 39.60377700412755, 156.67563373305785, 43.95444410651578, 147.6306786076705, 48.30487722243678, 150.68149793248463, 62.42985048542626, 59.21964565384276, 65.7140238548213]"
"[0.5591733975954246, 0.8575846987839321, 0.35283224906688915, 0.2596270387248643, 0.2402580880407719, 0.32554629450033257, 0.516148887348838, 0.11418525146739406, 0.07421976873991781, 0.10618954052537807, 0.1004483410089991, 0.12172716692361835]","[147.0681901823364, 144.71727500488518, 172.7142628614286, 168.71175756697474, 43.89569222283201, 151.10626161823419, 49.367826664239004, 142.890144467117, 54.78327321706456, 147.82351386547782, 64.95652958144045, 60.48777725122334, 67.37776810158029]"
"[0.5091811165793739, 0.8324066972381489, 0.2979014401929415, 0.24799166297594472, 0.24971239838832698, 0.3514196899667962, 0.5471714898067075, 0.09564261196671972, 0.08811132903428473, 0.12487473315755422, 0.09736694897160625, 0.10891734869756323]","[137.84604554875074, 155.21054186763809, 166.2895726217611, 175.6532377989915, 68.12280984204129, 115.10413726673136, 78.93711387340304, 105.94701560515682, 85.56399743728572, 103.74276068989904, 68.33732205791732, 67.73774789274518, 71.85029179370922]"
"[0.513802285735865, 0.8302033874003613, 0.312910283076287, 0.24096005774136844, 0.23931943029158506, 0.3367245747896206, 0.5366911670265644, 0.10617287905174713, 0.08695654394967596, 0.1166469857404605, 0.09601113736634379, 0.11043287166021618]","[139.68510577268094, 152.0579007623249, 168.5649179235739, 174.76282966553896, 55.66748524323438, 126.38917285559629, 63.29222298768494, 116.05164203899399, 74.2324810693674, 110.3701714045527, 63.29218506053526, 64.83589898695352, 72.4027275512261]"
"[0.5014484194252293, 0.8359209269916817, 0.31026641028511126, 0.2420697224264824, 0.23774671584090235, 0.35407966694848186, 0.543031994812217, 0.10407316216121713, 0.08571299331658436, 0.11773564551871774, 0.09590364929075848, 0.1097577281668267]","[139.43471669527423, 146.72055111953014, 168.86695888539128, 174.14749675078542, 56.73101559421068, 123.28348356558396, 64.97525422929915, 114.64780641715758, 76.96893462499723, 109.72315848689172, 63.59122208664004, 64.54714397536102, 72.54866151005051]"
"[0.50022672661179, 0.8124987569419924, 0.2978981959219199, 0.23409905988499574, 0.23473202551723452, 0.32785147960498573, 0.5332839433356298, 0.09988053114561542, 0.08009473599763954, 0.11743127264751818, 0.09508387991538252, 0.11026057737471164]","[138.69253608155392, 148.58178559641203, 169.3114688654504, 174.07467890334388, 58.40170035761896, 125.835944288779, 62.07274469496735, 118.0283408112053, 74.78966762525312, 110.96187107478669, 63.60138511853334, 64.631535937989, 73.39466017264115]"
"[0.5629900483684116, 0.8459459419908099, 0.3676925195863461, 0.23861336922953488, 0.23830300335713636, 0.3123269090281679, 0.4842258648995526, 0.14733634704247034, 0.09105593966211734, 0.11178493526948474, 0.10324156639663581, 0.11138876308513311]","[137.80485024991123, 164.40911858127168, 171.92597953462422, 175.27185854422038, 36.61944284050253, 154.33705928055141, 49.29628209814503, 144.61010394100722, 44.619389855486155, 149.8666333663211, 62.83630843888155, 62.80182769537997, 68.50820462861488]"
"[0.5553484766646515, 0.836745064531393, 0.35158791844689724, 0.2593994220853204, 0.25993814548698324, 0.29565559058829444, 0.49238992571968077, 0.11350164518500618, 0.09076664210425943, 0.1118086060542021, 0.1030904812654547, 0.10743218367848678]","[139.168004919542, 155.3627570505873, 173.48950464400966, 172.9039277674345, 36.80223186713521, 156.96651382021213, 46.33433740541923, 140.94601645424248, 41.286689913061814, 149.40357552120315, 59.92521439953181, 60.556924406058414, 67.3899592298819]"
"[0.5656476157013468, 0.8408994347120121, 0.3610635767977849, 0.24248668497128825, 0.2450071824709582, 0.3064813936624627, 0.48531490821315637, 0.1307390031260004, 0.09434296195363842, 0.11790328082124195, 0.10901132690300501, 0.10987698757951135]","[141.22295794619765, 163.13173067633255, 170.8365414178866, 173.0962136638462, 38.311030763586935, 149.6808597133242, 47.89481100119798, 139.94394577214237, 45.96493633463771, 146.1167226035927, 57.12148229523386, 59.5418152557712, 66.76649239917934]"
